Time,cart_e,cart_n,cart_u,vel_e,vel_n,vel_u,desired_e,desired_n,desired_u
1613115796.574833,0.14103352464176697,0.254484667776554,6.002,0.0029421309009194374,0.02881333976984024,-0.016051441431045532,0.18294213090091957,-0.15118666023015978,-0.00042578419173470517
1613115796.59029,0.14103352464176697,0.254484667776554,6.007,-0.0037656761705875397,0.007120218127965927,0.0005782591179013252,0.18294213090091957,-0.15118666023015978,-0.00042578419173470517
1613115796.709237,0.14103352464176697,0.254484667776554,6.008,0.024077337235212326,0.004431081935763359,-0.050607264041900635,0.17623432382941248,-0.1728797818720341,-0.007610652466662223
1613115796.796651,0.14103352464176697,0.254484667776554,6.008,0.024077337235212326,0.004431081935763359,-0.050607264041900635,0.20407733723521232,-0.17556891806423666,-0.00316950150396573
1613115796.89475,0.14103352464176697,0.254484667776554,6.004,0.06362690776586533,-0.017591604962944984,0.015987973660230637,0.24362690776586546,-0.197591604962945,-0.006037340891744434
1613115797.007609,0.15188225808122988,0.2544846679727216,6.009,0.10402044653892517,-0.09862837940454483,0.03748680278658867,0.28402044653892505,-0.26378260917778584,-0.013747261015235332
1613115797.102043,0.17357972417631123,0.23235556689278986,6.013,0.2077171355485916,-0.1794014275074005,0.020332351326942444,0.28402044653892505,-0.23992017620991307,-0.01806057367654544
1613115797.195572,0.17357972417631123,0.23235556689278986,6.013,0.2077171355485916,-0.1794014275074005,0.020332351326942444,0.3877171355485916,-0.23121019093304568,-0.016210760859577192
1613115797.312032,0.22782338863291962,0.19916191517551154,6.023,0.3212530314922333,-0.23012691736221313,-0.020972086116671562,0.5012530314922335,-0.18994666893517953,-0.022540068688007134
1613115797.397008,0.2820670523098472,0.15490371273319625,6.022,0.34560060501098633,-0.30494391918182373,-0.12050308287143707,0.5256006050109864,-0.13415407466411236,-0.010729032810300273
1613115797.501783,0.32546198231057016,0.12171006060264995,6.015,0.3963354527950287,-0.20840728282928467,-0.030952928587794304,0.5256006050109864,-0.10877024205814993,-0.01283718101035496
1613115797.60583,0.3580081820631082,0.11064550979575084,6.01,0.4094156324863434,-0.1986600011587143,0.021986721083521843,0.5763354527950287,-0.09789010212244768,-0.013154171714032714
1613115797.703713,0.40140311215237884,0.09958096012939209,6.011,0.4857768416404724,-0.14287352561950684,0.0004928410053253174,0.5894156324863434,-0.08595888658054643,-0.011914754252311309
1613115797.796301,0.40140311215237884,0.09958096012939209,6.011,0.4857768416404724,-0.14287352561950684,0.0004928410053253174,0.6657768416404725,-0.09197449936237534,-0.011914754252311309
1613115797.905675,0.4664955095792044,0.09958096070501657,6.016,0.5911906361579895,-0.06288053095340729,-0.03348791226744652,0.7711906361579896,-0.10060036990082336,-0.01364215474564148
1613115797.995608,0.5424366393315665,0.08851641158272487,6.014,0.6264817714691162,-0.0789979100227356,-0.041032787412405014,0.8064817714691163,-0.08693117256543303,-0.010671913277717496
1613115798.093754,0.6183777680807739,0.07745186200481394,6.007,0.6945934891700745,-0.10050903260707855,-0.10740213096141815,0.8745934891700745,-0.0726803521838563,0.004033177125897391
1613115798.196001,0.6943188970534552,0.05532276261116185,5.999,0.7850263714790344,-0.11050108075141907,0.012217964977025986,0.9650263714790345,-0.04774045034001107,-0.00023916941044338052
1613115798.304358,0.7811087593051104,0.033193663369636965,5.993,0.8358585238456726,-0.13863560557365417,0.020622016862034798,0.9650263714790345,-0.02084419430115155,0.005324566996473793
1613115798.393102,0.7811087593051104,0.033193663369636965,5.993,0.8358585238456726,-0.13863560557365417,0.020622016862034798,1.0,-0.02084419430115155,0.005324566996473793
1613115798.496104,0.9112935528313487,0.02212911632414688,5.991,0.9270765781402588,-0.06402595341205597,0.027920333668589592,1.0,-0.01695835051852181,0.0066942252699305925
1613115798.61101,1.041478345867016,0.0221291212664766,5.994,1.0322333574295044,-0.031185410916805267,0.022172702476382256,1.0,-0.02049964404170198,0.004079024033794819
1613115798.71101,1.204209337135034,0.022129127971615366,5.991,1.0612949132919312,-0.04753180220723152,-0.0128445690497756,1.0,-0.01873697385904864,0.011090019545736064
1613115798.810126,1.3235453960894785,0.022129133355008733,5.986,1.0435398817062378,-0.01697898842394352,-0.02489105984568596,1.0,-0.02203157562736635,0.017780667404233216
1613115798.8961,1.410335257868338,0.022129137636993923,5.984,1.0103719234466553,-0.004482917487621307,-0.0247805118560791,1.0,-0.02337906676940843,0.019925403033806938
1613115799.007759,1.5405200483767694,0.022129144639530602,5.973,0.9723557233810425,-0.04182685911655426,0.026236066594719887,1.0,-0.02337906676940843,0.019925403033806938
1613115799.100368,1.5405200483767694,0.022129144639530602,5.973,0.9723557233810425,-0.04182685911655426,0.026236066594719887,1.0,-0.01935217191415796,0.02628575150819677
1613115799.193855,1.6381586435285564,0.022129150177401292,5.97,0.9879936575889587,-0.004675602540373802,0.041247401386499405,1.0,-0.023358302520140838,0.02790202149366597
1613115799.293219,1.768343437055752,0.011064607013410962,5.976,1.0185545682907104,-0.0523834228515625,0.06442077457904816,1.0,-0.006282625355132081,0.01893320240178245
1613115799.392559,1.8768307670383568,0.011064614285391407,5.985,1.0277650356292725,-0.04968101531267166,0.10395286977291107,1.0,-0.006574041413051389,0.004965391745637657
1613115799.513506,2.0287130298793303,7.463211349681429e-08,5.997,1.0786532163619995,-0.011862881481647491,0.04254453256726265,1.0,0.001279127444450404,-0.001352712278814802
1613115799.599444,2.1372003608786274,8.281454254808149e-08,6.0,1.0865721702575684,-0.0060614896938204765,-0.015387337654829025,1.0,0.0006535382048152588,0.001659259958260879
1613115799.699562,2.1372003608786274,8.281454254808149e-08,6.0,1.0865721702575684,-0.0060614896938204765,-0.015387337654829025,1.0,0.0006535382048152588,0.001659259958260879
1613115799.788805,2.2782338890098863,-0.01106445667947399,6.002,1.0722814798355103,-0.04190025478601456,-0.02424878068268299,1.0,0.016449337758540808,0.000458157987843947
1613115799.889567,2.386721216639012,-0.011064447541765046,6.002,1.0644726753234863,-0.00538822403177619,-0.04062272608280182,1.0,0.012512132791531447,0.0022238066380924674
1613115800.002129,2.495208544321749,-0.011064438198275125,6.001,1.0709843635559082,-0.00018950272351503372,0.0014858674257993698,1.0,0.0119515299551444,-0.0012385534348462411
1613115800.098204,2.65793953179358,-0.011064423034829155,5.996,1.0709843635559082,-0.00018950272351503372,0.0014858674257993698,1.0,0.011951513603973528,0.004153087391791875
1613115800.205221,2.65793953179358,-0.011064423034829155,5.996,1.0503239631652832,-0.007237753365188837,0.017495056614279747,1.0,0.012711546322294077,0.0024267714311921513
1613115800.32028,2.8966116572224268,-0.011064398661962828,6.001,1.049803614616394,0.00728930439800024,0.06384523212909698,1.0,0.010297778677406394,-0.0018401820313464325
1613115800.395905,2.8966116572224268,-0.011064398661962828,6.001,1.049803614616394,0.00728930439800024,0.06384523212909698,0.9999999999999959,0.011145026485807005,-0.007962939367996693
1613115800.496889,3.026796450701819,-0.011064384895368649,6.006,1.0916588306427002,0.025593282654881477,0.01846500113606453,0.999999999999997,0.009171242111706774,-0.008461102071748659
1613115800.595411,3.178678715340736,-0.011064367765010004,6.01,1.0672191381454468,-0.02495754510164261,0.02141081541776657,0.9999999999999979,0.01462226177460721,-0.013092070184037144
1613115800.700628,3.2871660448165656,-0.011064354665911177,6.012,1.0682131052017212,-0.003061845898628235,-0.025162022560834885,0.9999999999999987,0.012261172734464762,-0.010226646221535494
1613115800.807484,3.395653372473454,-0.011064341884069654,6.01,1.0378588438034058,-0.0011587217450141907,-0.009565960615873337,0.9999999999999994,0.012055939713749304,-0.009751757177225115
1613115800.890288,3.504140695141792,-0.01106432844237481,6.008,1.0477817058563232,0.020472073927521706,-0.008663710206747055,1.0,0.009723415597976877,-0.007692393049403981
1613115801.007091,3.62347675494143,-0.011064312937236762,6.004,1.0172361135482788,-0.008091490715742111,0.0051175691187381744,1.0,0.009723415597976877,-0.004865154553184745
