Time,cart_e,cart_n,cart_u,vel_e,vel_n,vel_u,desired_e,desired_n,desired_u
1613115906.23516,5.142299458387341,-0.38725879983251554,6.058,0.017747173085808754,0.014130616560578346,0.013155004940927029,-0.14196278184652347,0.19413061656057837,-0.06396157482328589
1613115906.24563,5.142299458387341,-0.38725879983251554,6.058,0.017747173085808754,0.014130616560578346,0.013155004940927029,-0.16225282691419143,0.19413061656057837,-0.06396157482328589
1613115906.361722,5.142299458387341,-0.38725879983251554,6.057,0.04452311620116234,0.007609801832586527,-0.03370608761906624,-0.13547688379883785,0.18760980183258658,-0.0578300830614122
1613115906.464146,5.1422994501888395,-0.3872587990935287,6.049,-0.010716952383518219,0.047096334397792816,-0.025857003405690193,-0.13547688379883785,0.18760980183258658,-0.0578300830614122
1613115906.55705,5.1422994501888395,-0.3872587990935287,6.049,-0.010716952383518219,0.047096334397792816,-0.025857003405690193,-0.1907169523835184,0.22709633439779284,-0.05004984659672222
1613115906.663084,5.131450697952457,-0.36512969844485565,6.023,-0.050765376538038254,0.18391098082065582,-0.09670259803533554,-0.1955337173491718,0.3024012672901154,-0.02477819079660534
1613115906.760889,5.109753209444872,-0.33193604893933626,6.005,-0.09641802310943604,0.23917554318904877,-0.01194487139582634,-0.2307653765380384,0.36391098082065587,-0.014373834290349507
1613115906.866967,5.0880557290821775,-0.2987424003785847,5.993,-0.19892999529838562,0.2845982015132904,-0.018518522381782532,-0.27641802310943614,0.33214501819103326,-0.0041035917009045065
1613115906.962949,5.0880557290821775,-0.2987424003785847,5.993,-0.19892999529838562,0.2845982015132904,-0.018518522381782532,-0.3789299952983857,0.29145331885647896,0.00954520158374582
1613115907.056734,5.0338120547606815,-0.24341965677211133,5.992,-0.2462240755558014,0.3554037809371948,0.07595144212245941,-0.42622407555580155,0.22416208118690484,0.0004365673988311209
1613115907.150431,5.012114588632431,-0.19916145842955996,6.0,-0.19673334062099457,0.3460146188735962,0.11228254437446594,-0.3767333406209946,0.1774496791576745,-0.01210774300736379
1613115907.268835,4.990417114586657,-0.15490325913093803,6.008,-0.28116095066070557,0.3263378143310547,-0.002270786091685295,-0.3767333406209946,0.14633781433105467,-0.008381760062611323
1613115907.365651,4.957870912201985,-0.13277416335753187,6.004,-0.33591851592063904,0.222469300031662,-0.050305821001529694,-0.46116095066070567,0.11918462876175376,0.0011113057052779393
1613115907.461165,4.925324712407804,-0.1217096188107658,6.001,-0.3502316176891327,0.21762055158615112,0.0401744619011879,-0.5159185159206391,0.10777627294199181,-0.005410453544821345
1613115907.558964,4.925324712407804,-0.1217096188107658,6.001,-0.3502316176891327,0.21762055158615112,0.0401744619011879,-0.5302316176891327,0.10777627294199181,-0.005410453544821345
