Time,cart_e,cart_n,cart_u,vel_e,vel_n,vel_u,desired_e,desired_n,desired_u
1613113092.111474,0.39055430331273805,0.21022640974689996,6.255,0.0498797781765461,-0.005803169682621956,-0.08182322978973389,0.5,-0.226067286594098,-0.266150452832515
1613113092.121114,0.39055430331273805,0.21022640974689996,6.255,0.0498797781765461,-0.005803169682621956,-0.08182322978973389,0.5,-0.226067286594098,-0.266150452832515
1613113092.237862,0.39055430331273805,0.21022640974689996,6.252,0.04220239818096161,-0.04415261745452881,-0.07027564942836761,0.5,-0.2219319576283771,-0.2641606764510366
1613113092.345179,0.3905543025745532,0.21022640923944222,6.247,0.050800397992134094,-0.025888318195939064,-0.20272792875766754,0.5,-0.22390144791222216,-0.2444863332881356
1613113092.43675,0.4014030305819236,0.19916186082463377,6.219,0.09479519724845886,-0.048323854804039,-0.341374933719635,0.5,-0.20955094661702742,-0.19934244761008074
1613113092.538242,0.4231004903170483,0.18809731247169267,6.181,0.2756655812263489,-0.10917529463768005,-0.21808597445487976,0.5,-0.20955094661702742,-0.19934244761008074
1613113092.631801,0.4231004903170483,0.18809731247169267,6.181,0.2756655812263489,-0.10917529463768005,-0.21808597445487976,0.5,-0.19105795034408585,-0.17166057305254184
1613113092.742039,0.47734414247756485,0.1659682182293384,6.175,0.45288121700286865,-0.23567892611026764,-0.11277414858341217,0.5,-0.1535542818660534,-0.17654667485850414
1613113092.834901,0.5641339888048533,0.12171002883982361,6.174,0.6373481750488281,-0.2438323199748993,-0.08023037761449814,0.5,-0.10495022627621024,-0.17897763317735227
1613113092.935097,0.6617725629227865,0.08851638858438164,6.172,0.6457275152206421,-0.21589457988739014,-0.32943302392959595,0.5,-0.07216919428021004,-0.14994875360712087
1613113093.040444,0.7377136723953306,0.055322747153271914,6.129,0.5524520874023438,-0.1449020653963089,-0.3561975359916687,0.5,-0.07216919428021004,-0.10069454977925348
1613113093.14501,0.7377136723953306,0.055322747153271914,6.129,0.5524520874023438,-0.1449020653963089,-0.3561975359916687,0.5,-0.04403087860557414,-0.10069454977925348
1613113093.246234,0.7919573199957562,0.044258201220381245,6.083,0.42404618859291077,-0.0782494768500328,-0.28423526883125305,0.5,-0.039287003441721105,-0.058851348126173306
1613113093.332723,0.8245035066707906,0.05532274906028522,6.041,0.3406839072704315,0.02626514621078968,-0.12529754638671875,0.5,-0.06248832318761347,-0.03070026744690929
1613113093.436242,0.8570496948543276,0.05532274969994638,6.027,0.34467294812202454,-0.0020772917196154594,0.0041417330503463745,0.5,-0.05943207896793745,-0.029561475203992292
1613113093.542414,0.9004446179164497,0.055322751504852004,6.035,0.3989701569080353,-0.046098701655864716,0.02804257720708847,0.5,-0.05943207896793745,-0.029561475203992292
1613113093.643371,0.9004446179164497,0.055322751504852004,6.035,0.3989701569080353,-0.046098701655864716,0.02804257720708847,0.5,-0.05468512829304884,-0.04076539586954563
